Age,Gender,Education Level,Job Title,Years of Experience,Salary
57,Male,Master's,Marketing Manager,18,81600
26,Female,Bachelor's,Data Analyst,35,78500
34,Female,PhD,HR Specialist,25,106250
50,Female,Bachelor's,Systems Engineer,22,65960
52,Female,Bachelor's,Marketing Manager,31,77200
37,Female,Master's,Systems Engineer,37,103660
63,Male,Master's,Data Analyst,34,97400
51,Male,Bachelor's,Data Scientist,23,69900
37,Female,Bachelor's,HR Specialist,16,56800
33,Male,Bachelor's,Data Analyst,6,46600
38,Male,Master's,Sales Executive,15,76500
37,Male,Master's,Sales Executive,18,79800
33,Male,Bachelor's,HR Specialist,38,79900
29,Female,Master's,Project Manager,13,74950
41,Male,PhD,Product Manager,24,110000
24,Female,Master's,Product Manager,13,76250
37,Female,Master's,Sales Executive,1,61100
51,Male,Master's,Sales Executive,36,99600
44,Female,PhD,Data Analyst,18,99800
49,Male,PhD,Software Engineer,33,119600
61,Male,PhD,UX Designer,38,123700
26,Male,Bachelor's,Project Manager,6,46900
41,Female,Bachelor's,Marketing Manager,17,60400
61,Female,PhD,UX Designer,4,84600
22,Female,Bachelor's,Data Analyst,14,55400
51,Male,Bachelor's,UX Designer,30,74500
42,Male,Bachelor's,UX Designer,20,63000
41,Male,PhD,Data Analyst,8,88800
27,Female,Master's,Sales Executive,2,62200
43,Male,PhD,Sales Executive,37,120700
39,Male,PhD,HR Specialist,4,84200
29,Female,Bachelor's,UX Designer,10,51500
60,Female,Bachelor's,Marketing Manager,20,64000
53,Female,Master's,Data Analyst,35,98500
54,Male,Master's,Marketing Manager,10,72000
37,Male,Master's,Systems Engineer,28,93040
33,Male,Master's,Product Manager,15,78750
59,Female,PhD,HR Specialist,36,117800
55,Female,Master's,Product Manager,1,61250
35,Female,PhD,HR Specialist,22,103100
57,Female,Bachelor's,Project Manager,27,71050
54,Male,Master's,Data Analyst,29,91900
44,Male,Bachelor's,Product Manager,15,58750
23,Male,Bachelor's,Marketing Manager,10,52000
62,Male,PhD,Data Analyst,20,102000
42,Male,Master's,Marketing Manager,22,86400
23,Male,PhD,UX Designer,9,90350
48,Male,Bachelor's,Product Manager,32,80000
30,Male,Master's,UX Designer,17,79550
22,Female,Bachelor's,Sales Executive,19,60900
32,Female,Bachelor's,Systems Engineer,27,71860
24,Male,Master's,Project Manager,37,102550
44,Female,Master's,Project Manager,34,99100
47,Male,Master's,Product Manager,10,72500
25,Male,PhD,Data Scientist,30,119000
39,Female,PhD,Systems Engineer,21,104780
27,Male,Bachelor's,Software Engineer,21,65200
56,Male,Master's,HR Specialist,34,95700
43,Male,Bachelor's,Project Manager,9,50350
64,Male,Bachelor's,Data Analyst,34,77400
36,Male,Bachelor's,Sales Executive,12,53200
43,Male,Bachelor's,UX Designer,21,64150
58,Male,Bachelor's,Software Engineer,20,64000
63,Female,Master's,Data Analyst,6,66600
33,Female,PhD,Product Manager,36,125000
63,Male,Master's,Systems Engineer,12,74160
59,Female,Master's,Project Manager,31,95650
39,Male,Master's,HR Specialist,2,62100
56,Male,PhD,Software Engineer,16,99200
51,Male,PhD,Project Manager,1,81150
45,Male,PhD,Data Scientist,4,85200
63,Female,Master's,Data Scientist,1,61300
51,Female,PhD,Data Scientist,35,125500
35,Female,Bachelor's,Sales Executive,13,54300
27,Female,PhD,UX Designer,31,115650
24,Male,Master's,Product Manager,20,85000
37,Female,Master's,Data Analyst,7,67700
28,Male,Bachelor's,Project Manager,33,77950
35,Male,PhD,Data Analyst,28,110800
30,Female,PhD,Data Analyst,20,102000
36,Male,Bachelor's,Project Manager,32,76800
42,Female,Master's,UX Designer,9,70350
56,Female,Master's,Sales Executive,34,97400
23,Female,PhD,Sales Executive,14,95400
48,Female,PhD,Systems Engineer,4,84720
23,Female,PhD,Product Manager,29,116250
56,Male,PhD,Systems Engineer,15,97700
39,Female,PhD,UX Designer,17,99550
35,Female,Master's,Data Analyst,19,80900
41,Male,Master's,Product Manager,38,107500
39,Female,Master's,Systems Engineer,9,70620
31,Female,Master's,Systems Engineer,27,91860
46,Male,Bachelor's,Data Scientist,15,59500
23,Male,Master's,Sales Executive,37,100700
46,Female,Bachelor's,Marketing Manager,28,73600
54,Male,Master's,Systems Engineer,4,64720
57,Female,PhD,Software Engineer,21,105200
52,Male,PhD,Data Scientist,34,124200
35,Female,PhD,Data Analyst,19,100900
22,Female,Bachelor's,HR Specialist,37,78850
37,Female,Master's,Sales Executive,4,64400
24,Male,Master's,UX Designer,37,102550
56,Female,Bachelor's,Project Manager,32,76800
62,Male,Bachelor's,UX Designer,12,53800
27,Female,Bachelor's,Data Scientist,16,60800
46,Female,Bachelor's,Software Engineer,14,56800
34,Female,Bachelor's,UX Designer,1,41150
55,Female,PhD,Software Engineer,32,118400
29,Female,Master's,Project Manager,21,84150
42,Male,Bachelor's,HR Specialist,4,44200
55,Male,PhD,Sales Executive,9,89900
25,Male,Bachelor's,Sales Executive,22,64200
46,Female,PhD,Marketing Manager,12,94400
36,Female,Bachelor's,Software Engineer,30,76000
25,Male,Master's,Project Manager,30,94500
33,Female,Bachelor's,Systems Engineer,32,77760
53,Female,Bachelor's,Systems Engineer,36,82480
53,Female,Master's,Data Analyst,7,67700
49,Male,Master's,Software Engineer,17,80400
34,Male,Bachelor's,Product Manager,1,41250
52,Male,Master's,UX Designer,14,76100
35,Male,Master's,Data Analyst,38,101800
41,Male,PhD,Data Analyst,26,108600
39,Female,Master's,Data Analyst,27,89700
50,Female,Master's,Project Manager,16,78400
27,Female,Bachelor's,Sales Executive,7,47700
53,Female,Bachelor's,Data Analyst,32,75200
50,Male,PhD,Sales Executive,25,107500
64,Male,Bachelor's,Sales Executive,31,74100
23,Female,Master's,Software Engineer,16,79200
44,Male,Master's,Project Manager,14,76100
40,Female,Master's,Sales Executive,25,87500
52,Female,Bachelor's,Data Analyst,30,73000
26,Female,Master's,Project Manager,7,68050
40,Female,Master's,Data Analyst,12,73200
55,Male,PhD,Data Scientist,3,83900
31,Female,PhD,UX Designer,27,111050
46,Male,PhD,Data Scientist,19,104700
23,Female,Bachelor's,Data Scientist,37,88100
32,Female,Master's,Software Engineer,7,68400
52,Female,Master's,Product Manager,16,80000
36,Female,Master's,UX Designer,32,96800
30,Male,PhD,Software Engineer,8,89600
44,Female,Master's,Data Analyst,13,74300
40,Male,Master's,Software Engineer,11,73200
30,Female,Master's,Data Analyst,20,82000
56,Female,Master's,Product Manager,18,82500
42,Female,Master's,Sales Executive,37,100700
30,Male,Bachelor's,Software Engineer,6,47200
49,Female,Master's,Marketing Manager,20,84000
28,Female,Bachelor's,Sales Executive,32,75200
37,Female,Master's,HR Specialist,29,90450
37,Female,Bachelor's,Software Engineer,4,44800
54,Female,Master's,Data Analyst,7,67700
25,Male,Master's,UX Designer,20,83000
25,Male,Master's,Software Engineer,34,100800
60,Female,Master's,Data Analyst,36,99600
61,Female,PhD,Product Manager,7,88750
38,Male,Master's,Data Scientist,33,102900
58,Female,Bachelor's,Software Engineer,15,58000
60,Male,PhD,Systems Engineer,32,117760
50,Female,PhD,HR Specialist,22,103100
57,Female,Master's,Systems Engineer,29,94220
59,Male,Bachelor's,Sales Executive,25,67500
60,Female,Bachelor's,Sales Executive,5,45500
58,Male,PhD,Data Scientist,14,98200
56,Male,Bachelor's,Data Scientist,35,85500
28,Male,Master's,Sales Executive,2,62200
48,Female,Master's,Software Engineer,25,90000
49,Male,Master's,Project Manager,16,78400
43,Male,Master's,Software Engineer,16,79200
35,Female,Master's,HR Specialist,11,71550
28,Female,PhD,Sales Executive,35,118500
58,Female,Master's,Systems Engineer,23,87140
43,Female,Master's,Data Scientist,5,66500
26,Female,PhD,Systems Engineer,35,121300
23,Female,PhD,Sales Executive,29,111900
48,Male,PhD,Product Manager,5,86250
42,Female,Bachelor's,Sales Executive,3,43300
59,Male,Bachelor's,Marketing Manager,6,47200
36,Female,Master's,HR Specialist,23,84150
42,Male,Master's,Marketing Manager,2,62400
31,Male,Master's,UX Designer,18,80700
44,Female,Bachelor's,Systems Engineer,30,75400
60,Female,Master's,Product Manager,38,107500
26,Male,Master's,HR Specialist,5,65250
22,Female,Bachelor's,Data Analyst,11,52100
34,Female,PhD,UX Designer,1,81150
42,Male,Bachelor's,Project Manager,10,51500
47,Male,Master's,Marketing Manager,26,91200
42,Male,Bachelor's,HR Specialist,33,74650
39,Female,PhD,HR Specialist,27,108350
58,Female,PhD,Marketing Manager,12,94400
53,Female,PhD,UX Designer,2,82300
57,Female,PhD,Product Manager,1,81250
38,Male,PhD,Product Manager,1,81250
56,Female,PhD,Data Scientist,33,122900
32,Male,Master's,Software Engineer,22,86400
42,Female,Master's,UX Designer,12,73800
47,Female,Bachelor's,Systems Engineer,39,86020
25,Male,Master's,Systems Engineer,36,102480
55,Female,PhD,UX Designer,21,104150
39,Female,Master's,Marketing Manager,20,84000
61,Male,Bachelor's,Systems Engineer,36,82480
56,Female,PhD,Systems Engineer,26,110680
62,Male,Master's,Software Engineer,31,97200
50,Male,Master's,HR Specialist,1,61050
50,Male,Bachelor's,HR Specialist,38,79900
59,Male,PhD,UX Designer,14,96100
63,Female,Bachelor's,Sales Executive,26,68600
42,Female,PhD,HR Specialist,7,87350
63,Female,PhD,Marketing Manager,12,94400
34,Male,Master's,Data Analyst,24,86400
62,Female,Bachelor's,Sales Executive,19,60900
38,Female,Bachelor's,Software Engineer,9,50800
30,Female,Bachelor's,Marketing Manager,35,82000
62,Female,PhD,Product Manager,4,85000
22,Male,Bachelor's,Software Engineer,32,78400
23,Male,PhD,Data Scientist,6,87800
50,Female,Bachelor's,Systems Engineer,28,73040
54,Male,Bachelor's,Project Manager,28,72200
31,Female,Master's,Product Manager,29,96250
61,Female,Bachelor's,Sales Executive,5,45500
42,Female,Master's,Marketing Manager,5,66000
49,Male,Master's,Product Manager,37,106250
32,Female,PhD,Data Scientist,28,116400
55,Male,Bachelor's,Marketing Manager,9,50800
29,Male,Bachelor's,Project Manager,29,73350
43,Female,Bachelor's,Sales Executive,14,55400
29,Male,Master's,Software Engineer,38,105600
36,Male,Bachelor's,UX Designer,34,79100
38,Female,PhD,Product Manager,37,126250
44,Male,PhD,Project Manager,14,96100
45,Male,Bachelor's,Data Scientist,18,63400
40,Female,Master's,Product Manager,33,101250
26,Female,PhD,Data Analyst,34,117400
53,Male,PhD,Data Analyst,28,110800
22,Female,Master's,Sales Executive,36,99600
44,Female,PhD,Software Engineer,37,124400
58,Male,Master's,Sales Executive,23,85300
29,Male,PhD,Sales Executive,17,98700
34,Female,Master's,Systems Engineer,11,72980
29,Male,PhD,Software Engineer,32,118400
44,Female,Bachelor's,Systems Engineer,37,83660
64,Female,PhD,Marketing Manager,15,98000
22,Male,PhD,Project Manager,4,84600
45,Male,Bachelor's,Project Manager,39,84850
56,Female,Bachelor's,Software Engineer,30,76000
45,Female,Bachelor's,Software Engineer,10,52000
38,Female,Bachelor's,Marketing Manager,23,67600
26,Female,Master's,Project Manager,24,87600
41,Male,Master's,Marketing Manager,36,103200
42,Female,PhD,UX Designer,5,85750
61,Male,PhD,Data Scientist,37,128100
52,Male,PhD,Data Analyst,19,100900
57,Female,Master's,UX Designer,37,102550
32,Male,PhD,Sales Executive,8,88800
36,Male,PhD,Product Manager,7,88750
40,Female,Master's,Systems Engineer,13,75340
28,Male,PhD,HR Specialist,37,118850
49,Male,Master's,Product Manager,27,93750
64,Female,Master's,Software Engineer,18,81600
26,Female,Bachelor's,Data Scientist,24,71200
26,Female,Bachelor's,UX Designer,2,42300
51,Female,Master's,HR Specialist,16,76800
53,Female,Master's,HR Specialist,14,74700
29,Female,Bachelor's,Software Engineer,17,60400
31,Female,PhD,UX Designer,6,86900
59,Male,PhD,HR Specialist,35,116750
53,Male,PhD,UX Designer,17,99550
49,Female,Master's,Systems Engineer,38,104840
38,Male,Bachelor's,Systems Engineer,6,47080
52,Male,PhD,HR Specialist,38,119900
29,Female,Bachelor's,HR Specialist,21,62050
61,Male,Bachelor's,Software Engineer,35,82000
46,Female,Master's,UX Designer,23,86450
30,Male,PhD,Project Manager,12,93800
23,Female,Bachelor's,Marketing Manager,29,74800
36,Male,Master's,Marketing Manager,27,92400
24,Male,Master's,Product Manager,6,67500
57,Male,Master's,Product Manager,21,86250
25,Female,PhD,HR Specialist,7,87350
35,Male,PhD,Data Analyst,16,97600
62,Male,Master's,Systems Engineer,5,65900
62,Female,PhD,Sales Executive,15,96500
46,Female,PhD,UX Designer,21,104150
31,Male,Bachelor's,Data Scientist,4,45200
42,Male,Master's,Data Scientist,5,66500
57,Male,Master's,Systems Engineer,7,68260
33,Male,PhD,Product Manager,35,123750
48,Female,Master's,Software Engineer,36,103200
61,Male,Master's,Data Scientist,15,79500
23,Male,Master's,HR Specialist,28,89400
34,Female,PhD,Data Analyst,2,82200
53,Male,PhD,Data Scientist,5,86500
52,Male,PhD,Marketing Manager,7,88400
37,Male,Bachelor's,Data Analyst,22,64200
53,Female,Master's,Data Analyst,31,94100
53,Female,Bachelor's,Data Scientist,32,81600
55,Male,PhD,Software Engineer,8,89600
32,Male,Bachelor's,Software Engineer,11,53200
31,Female,Master's,Product Manager,1,61250
36,Male,Master's,Systems Engineer,19,82420
38,Male,PhD,HR Specialist,38,119900
61,Female,PhD,Sales Executive,37,120700
39,Female,Bachelor's,Project Manager,7,48050
30,Female,PhD,Sales Executive,39,122900
46,Male,Bachelor's,Marketing Manager,25,70000
61,Male,Master's,Software Engineer,22,86400
35,Male,Master's,Product Manager,27,93750
46,Male,Master's,Marketing Manager,38,105600
43,Female,Master's,Sales Executive,39,102900
51,Male,Master's,Data Analyst,15,76500
41,Male,Bachelor's,Systems Engineer,2,42360
42,Female,Master's,Data Analyst,8,68800
53,Female,Bachelor's,Sales Executive,6,46600
42,Male,Master's,Data Scientist,20,86000
56,Female,Bachelor's,Systems Engineer,27,71860
53,Female,Bachelor's,Product Manager,23,68750
51,Male,Bachelor's,UX Designer,17,59550
60,Male,PhD,Data Analyst,13,94300
33,Male,Bachelor's,Data Scientist,4,45200
62,Male,Bachelor's,Marketing Manager,20,64000
39,Female,Master's,UX Designer,25,88750
42,Female,Bachelor's,Marketing Manager,22,66400
34,Male,Bachelor's,Software Engineer,17,60400
42,Male,PhD,UX Designer,11,92650
29,Female,Master's,Systems Engineer,25,89500
61,Male,PhD,Software Engineer,5,86000
28,Male,PhD,Systems Engineer,21,104780
44,Male,PhD,HR Specialist,26,107300
53,Male,Bachelor's,Data Scientist,16,60800
32,Female,PhD,Sales Executive,21,103100
43,Male,PhD,Marketing Manager,32,118400
43,Female,Master's,Sales Executive,4,64400
64,Male,Master's,UX Designer,38,103700
46,Male,Master's,Data Analyst,8,68800
43,Female,Master's,Data Analyst,9,69900
49,Male,PhD,Marketing Manager,17,100400
50,Female,Master's,Software Engineer,13,75600
34,Male,Bachelor's,Marketing Manager,9,50800
39,Male,PhD,HR Specialist,6,86300
23,Male,Master's,HR Specialist,27,88350
50,Male,PhD,Sales Executive,37,120700
42,Male,Master's,UX Designer,39,104850
36,Female,PhD,HR Specialist,24,105200
48,Female,Master's,Data Scientist,9,71700
52,Male,Bachelor's,Software Engineer,11,53200
36,Male,Master's,Software Engineer,35,102000
44,Female,PhD,HR Specialist,29,110450
45,Female,PhD,Project Manager,8,89200
34,Male,Bachelor's,Data Analyst,17,58700
43,Male,PhD,Project Manager,7,88050
64,Female,Bachelor's,UX Designer,12,53800
58,Male,PhD,UX Designer,15,97250
54,Female,PhD,Systems Engineer,29,114220
24,Male,Bachelor's,UX Designer,24,67600
40,Female,PhD,Systems Engineer,37,123660
44,Female,PhD,Software Engineer,14,96800
50,Male,Bachelor's,Data Scientist,11,54300
51,Female,Master's,Product Manager,35,103750
60,Male,Bachelor's,Data Analyst,17,58700
46,Male,PhD,Systems Engineer,27,111860
58,Male,Master's,Sales Executive,3,63300
29,Male,Master's,Data Scientist,2,62600
63,Female,Master's,Marketing Manager,4,64800
37,Male,Bachelor's,Sales Executive,18,59800
29,Male,Master's,Data Scientist,20,86000
22,Male,Master's,Sales Executive,21,83100
26,Male,Master's,HR Specialist,14,74700
24,Female,PhD,Sales Executive,8,88800
22,Male,Bachelor's,Systems Engineer,2,42360
25,Female,Bachelor's,Data Scientist,26,73800
61,Female,PhD,Marketing Manager,19,102800
56,Female,Master's,UX Designer,28,92200
53,Male,PhD,Sales Executive,29,111900
63,Male,PhD,Marketing Manager,5,86000
55,Male,Master's,Data Scientist,28,96400
64,Male,Master's,Marketing Manager,26,91200
46,Female,Bachelor's,Product Manager,5,46250
31,Female,Master's,Product Manager,15,78750
42,Male,PhD,Sales Executive,9,89900
60,Male,PhD,Sales Executive,32,115200
48,Male,Master's,Sales Executive,26,88600
48,Male,Bachelor's,Data Analyst,37,80700
23,Male,PhD,HR Specialist,15,95750
62,Male,Master's,Marketing Manager,4,64800
34,Male,Bachelor's,Project Manager,36,81400
30,Female,Bachelor's,Software Engineer,20,64000
57,Female,PhD,Sales Executive,27,109700
43,Female,PhD,Systems Engineer,21,104780
63,Female,Bachelor's,Product Manager,22,67500
47,Male,Bachelor's,Product Manager,7,48750
33,Male,Bachelor's,UX Designer,31,75650
38,Male,Master's,Software Engineer,17,80400
35,Male,PhD,Marketing Manager,7,88400
35,Male,Bachelor's,Data Scientist,19,64700
55,Female,PhD,Software Engineer,28,113600
41,Male,PhD,HR Specialist,10,90500
32,Female,PhD,Sales Executive,27,109700
37,Male,Bachelor's,Systems Engineer,13,55340
52,Female,Master's,Marketing Manager,2,62400
27,Male,Bachelor's,Marketing Manager,22,66400
40,Female,PhD,Sales Executive,20,102000
58,Male,Bachelor's,HR Specialist,5,45250
25,Male,Bachelor's,Sales Executive,6,46600
25,Male,PhD,Sales Executive,35,118500
41,Male,PhD,Software Engineer,1,81200
31,Female,Bachelor's,Systems Engineer,35,81300
45,Male,Bachelor's,Marketing Manager,3,43600
56,Female,Bachelor's,UX Designer,36,81400
47,Male,Bachelor's,Sales Executive,7,47700
58,Female,Master's,Data Analyst,29,91900
59,Male,Bachelor's,Data Scientist,15,59500
42,Male,Master's,Sales Executive,11,72100
61,Female,PhD,Sales Executive,18,99800
60,Male,Master's,Marketing Manager,4,64800
42,Male,PhD,Product Manager,24,110000
31,Female,Master's,Project Manager,11,72650
59,Male,PhD,Data Scientist,6,87800
25,Female,Bachelor's,Product Manager,18,62500
41,Male,Master's,Software Engineer,15,78000
38,Female,Master's,Data Analyst,3,63300
28,Female,PhD,Project Manager,17,99550
25,Female,PhD,Data Scientist,33,122900
50,Female,Master's,Product Manager,34,102500
35,Male,PhD,Systems Engineer,30,115400
24,Male,Bachelor's,Systems Engineer,19,62420
45,Female,Master's,HR Specialist,9,69450
58,Male,Bachelor's,Sales Executive,31,74100
37,Male,Master's,Data Analyst,27,89700
25,Male,Bachelor's,Project Manager,25,68750
45,Female,Master's,Data Scientist,7,69100
55,Male,PhD,Systems Engineer,7,88260
51,Male,Master's,Data Analyst,20,82000
39,Female,Bachelor's,Project Manager,36,81400
40,Male,Master's,HR Specialist,19,79950
52,Female,Bachelor's,Systems Engineer,2,42360
40,Female,Bachelor's,Marketing Manager,34,80800
40,Female,Bachelor's,Systems Engineer,17,60060
43,Male,PhD,UX Designer,24,107600
45,Male,Master's,Marketing Manager,9,70800
33,Female,Bachelor's,Data Analyst,1,41100
51,Female,PhD,HR Specialist,28,109400
59,Female,Bachelor's,Product Manager,15,58750
52,Female,Master's,Software Engineer,21,85200
