Age,Gender,Education Level,Job Title,Years of Experience,Salary
49,Female,PhD,HR Specialist,39,120950
62,Male,PhD,Systems Engineer,11,92980
26,Female,PhD,Software Engineer,18,101600
39,Female,PhD,Data Scientist,30,119000
47,Female,PhD,Software Engineer,33,119600
41,Male,Master's,HR Specialist,3,63150
62,Male,Master's,Systems Engineer,1,61180
48,Male,Master's,Data Scientist,36,106800
33,Female,PhD,Data Scientist,6,87800
28,Female,PhD,Data Scientist,37,128100
24,Female,Bachelor's,Marketing Manager,29,74800
31,Female,Master's,HR Specialist,11,71550
55,Male,PhD,Software Engineer,13,95600
46,Male,PhD,Data Analyst,11,92100
56,Male,PhD,Data Analyst,38,121800
37,Female,Bachelor's,HR Specialist,25,66250
23,Female,PhD,Data Scientist,15,99500
45,Male,Bachelor's,Data Analyst,13,54300
31,Female,Bachelor's,Software Engineer,33,79600
59,Male,Master's,Data Analyst,13,74300
43,Female,PhD,Software Engineer,38,125600
47,Female,Bachelor's,Data Scientist,24,71200
64,Male,PhD,Data Scientist,20,106000
60,Male,Master's,UX Designer,17,79550
48,Female,Master's,Product Manager,24,90000
50,Male,Bachelor's,Marketing Manager,26,71200
59,Male,Master's,Systems Engineer,32,97760
41,Female,Master's,Systems Engineer,29,94220
48,Female,Master's,Sales Executive,14,75400
62,Female,PhD,Marketing Manager,37,124400
41,Male,PhD,Data Scientist,22,108600
40,Female,Bachelor's,Systems Engineer,34,80120
41,Female,Bachelor's,Software Engineer,27,72400
56,Female,Master's,Sales Executive,28,90800
23,Female,Master's,Data Analyst,22,84200
51,Female,Bachelor's,Data Analyst,3,43300
55,Male,Master's,Sales Executive,22,84200
43,Female,Bachelor's,Product Manager,21,66250
24,Female,PhD,Project Manager,16,98400
27,Male,Master's,Software Engineer,9,70800
36,Female,Master's,Systems Engineer,13,75340
48,Female,Master's,Product Manager,10,72500
31,Male,PhD,Software Engineer,21,105200
30,Female,PhD,UX Designer,7,88050
54,Male,Master's,Systems Engineer,22,85960
53,Female,Bachelor's,UX Designer,18,60700
27,Male,PhD,Data Scientist,21,107300
62,Male,Master's,Marketing Manager,14,76800
57,Female,Master's,Data Scientist,10,73000
23,Male,PhD,Data Analyst,33,116300
50,Male,Bachelor's,Product Manager,9,51250
25,Female,Master's,Sales Executive,18,79800
22,Female,Bachelor's,Data Scientist,13,56900
40,Male,Bachelor's,Product Manager,17,61250
47,Female,PhD,HR Specialist,23,104150
46,Male,Master's,Data Analyst,25,87500
31,Male,Master's,Systems Engineer,16,78880
36,Female,Bachelor's,Product Manager,24,70000
43,Female,PhD,Software Engineer,31,117200
42,Male,PhD,Systems Engineer,11,92980
43,Female,PhD,Data Analyst,23,105300
57,Female,Bachelor's,Data Scientist,39,90700
55,Male,Bachelor's,HR Specialist,22,63100
51,Male,Master's,UX Designer,33,97950
46,Male,PhD,Project Manager,18,100700
49,Male,Bachelor's,Systems Engineer,14,56520
22,Male,PhD,Systems Engineer,28,113040
25,Male,Bachelor's,Sales Executive,11,52100
28,Female,Master's,Data Scientist,24,91200
30,Male,PhD,Systems Engineer,36,122480
57,Female,Bachelor's,Sales Executive,19,60900
40,Female,PhD,Data Analyst,13,94300
22,Male,Bachelor's,Systems Engineer,33,78940
31,Female,Bachelor's,HR Specialist,19,59950
57,Male,Bachelor's,Software Engineer,32,78400
30,Female,PhD,Project Manager,15,97250
63,Male,Bachelor's,Data Analyst,11,52100
53,Male,Master's,UX Designer,23,86450
53,Male,PhD,Data Scientist,5,86500
27,Male,Master's,Data Scientist,22,88600
59,Female,Master's,Data Scientist,18,83400
38,Female,PhD,HR Specialist,7,87350
31,Female,Bachelor's,Data Analyst,33,76300
48,Female,Master's,Systems Engineer,3,63540
56,Female,PhD,HR Specialist,28,109400
42,Male,Bachelor's,Sales Executive,1,41100
46,Male,PhD,Data Scientist,37,128100
49,Male,PhD,UX Designer,22,105300
36,Male,PhD,Sales Executive,19,100900
25,Male,Bachelor's,Project Manager,14,56100
50,Female,Master's,Systems Engineer,3,63540
30,Male,Master's,Systems Engineer,19,82420
48,Male,PhD,Product Manager,33,121250
47,Female,PhD,UX Designer,21,104150
40,Female,Bachelor's,HR Specialist,1,41050
49,Male,PhD,HR Specialist,26,107300
38,Male,PhD,Marketing Manager,10,92000
64,Female,PhD,Project Manager,35,120250
62,Male,Master's,Data Scientist,13,76900
63,Male,PhD,Product Manager,6,87500
41,Male,Master's,Sales Executive,6,66600
61,Female,Bachelor's,Systems Engineer,35,81300
60,Male,Bachelor's,Marketing Manager,16,59200
44,Male,Master's,Marketing Manager,8,69600
53,Female,Master's,Project Manager,3,63450
54,Female,Master's,Software Engineer,5,66000
26,Female,Master's,Systems Engineer,21,84780
64,Male,PhD,HR Specialist,31,112550
55,Female,Master's,Sales Executive,14,75400
61,Male,Master's,Data Scientist,37,108100
32,Female,Master's,Data Scientist,19,84700
24,Male,PhD,UX Designer,37,122550
54,Female,PhD,Software Engineer,20,104000
32,Male,PhD,Project Manager,2,82300
37,Male,Bachelor's,Data Scientist,7,49100
39,Female,PhD,Product Manager,33,121250
51,Female,Master's,Data Scientist,6,67800
31,Male,PhD,Data Analyst,7,87700
39,Female,PhD,Product Manager,18,102500
59,Male,Master's,Sales Executive,29,91900
40,Female,PhD,UX Designer,19,101850
57,Female,Bachelor's,Data Scientist,25,72500
34,Male,PhD,HR Specialist,4,84200
24,Female,Bachelor's,Product Manager,13,56250
31,Female,Bachelor's,UX Designer,32,76800
59,Male,Bachelor's,Marketing Manager,27,72400
22,Male,Master's,Data Analyst,34,97400
48,Female,PhD,Data Analyst,28,110800
29,Male,Bachelor's,Sales Executive,9,49900
63,Female,Bachelor's,Product Manager,8,50000
38,Female,PhD,HR Specialist,21,102050
30,Male,Master's,Software Engineer,30,96000
27,Male,Master's,HR Specialist,29,90450
64,Male,Bachelor's,UX Designer,9,50350
46,Male,Master's,Data Scientist,13,76900
60,Male,PhD,Systems Engineer,18,101240
49,Male,Master's,Sales Executive,38,101800
54,Female,PhD,Systems Engineer,22,105960
58,Female,Bachelor's,Product Manager,31,78750
30,Male,PhD,Software Engineer,35,122000
39,Female,Bachelor's,Data Analyst,10,51000
42,Female,PhD,Data Analyst,9,89900
23,Female,PhD,Marketing Manager,31,117200
64,Female,Master's,UX Designer,24,87600
59,Male,PhD,UX Designer,8,89200
61,Female,Bachelor's,HR Specialist,20,61000
57,Female,PhD,UX Designer,17,99550
64,Male,Bachelor's,HR Specialist,28,69400
58,Male,Bachelor's,HR Specialist,6,46300
36,Male,PhD,Data Scientist,33,122900
49,Male,Master's,Sales Executive,28,90800
39,Female,PhD,Systems Engineer,1,81180
55,Male,PhD,Data Scientist,35,125500
43,Female,Master's,Software Engineer,24,88800
32,Female,Bachelor's,Software Engineer,6,47200
34,Male,PhD,Software Engineer,7,88400
25,Male,Master's,Data Analyst,9,69900
43,Male,Master's,Data Analyst,37,100700
28,Male,Bachelor's,Sales Executive,16,57600
64,Male,Master's,Software Engineer,34,100800
45,Male,Bachelor's,Product Manager,35,83750
25,Female,PhD,Product Manager,35,123750
49,Female,Master's,Marketing Manager,20,84000
36,Female,PhD,Data Scientist,23,109900
22,Female,Master's,Systems Engineer,35,101300
24,Male,Master's,Data Analyst,23,85300
35,Male,PhD,UX Designer,4,84600
59,Female,Master's,Systems Engineer,10,71800
22,Female,PhD,Project Manager,11,92650
59,Female,PhD,Sales Executive,9,89900
59,Male,Bachelor's,Sales Executive,12,53200
42,Male,PhD,Software Engineer,17,100400
50,Male,Bachelor's,Product Manager,32,80000
26,Female,PhD,Software Engineer,23,107600
31,Female,Master's,Systems Engineer,15,77700
49,Male,PhD,Product Manager,28,115000
42,Male,Master's,Software Engineer,38,105600
28,Female,Bachelor's,Systems Engineer,5,45900
24,Female,Master's,Project Manager,18,80700
41,Male,PhD,Marketing Manager,21,105200
40,Female,Master's,Data Scientist,15,79500
56,Male,Bachelor's,Marketing Manager,3,43600
25,Male,Master's,Project Manager,26,89900
26,Female,Master's,Marketing Manager,15,78000
22,Female,PhD,UX Designer,20,103000
25,Female,PhD,Data Analyst,21,103100
33,Male,Master's,Data Analyst,26,88600
48,Female,Bachelor's,UX Designer,23,66450
63,Female,Master's,Data Analyst,25,87500
44,Male,Bachelor's,Systems Engineer,4,44720
46,Male,Bachelor's,Data Analyst,10,51000
42,Female,Bachelor's,Sales Executive,22,64200
45,Male,Master's,Sales Executive,3,63300
46,Male,Bachelor's,Product Manager,19,63750
53,Male,Master's,HR Specialist,31,92550
53,Female,Bachelor's,Project Manager,9,50350
26,Female,Bachelor's,Sales Executive,29,71900
57,Male,Master's,Data Scientist,37,108100
63,Male,PhD,Product Manager,7,88750
63,Male,PhD,UX Designer,38,123700
60,Female,Master's,Project Manager,24,87600
37,Male,Master's,Project Manager,8,69200
54,Male,PhD,UX Designer,34,119100
42,Female,PhD,HR Specialist,26,107300
30,Male,PhD,Marketing Manager,28,113600
27,Female,Master's,Marketing Manager,28,93600
56,Female,Bachelor's,Software Engineer,7,48400
60,Female,Master's,Software Engineer,3,63600
43,Male,PhD,Product Manager,22,107500
62,Male,Bachelor's,Software Engineer,38,85600
26,Female,Master's,Software Engineer,18,81600
63,Male,PhD,UX Designer,12,93800
44,Female,Master's,Marketing Manager,31,97200
38,Male,Bachelor's,Software Engineer,39,86800
33,Female,PhD,Sales Executive,5,85500
44,Female,Master's,Data Scientist,29,97700
37,Male,Bachelor's,Sales Executive,36,79600
24,Male,Bachelor's,HR Specialist,14,54700
51,Male,Master's,Sales Executive,18,79800
43,Male,Bachelor's,Product Manager,7,48750
30,Female,PhD,Software Engineer,23,107600
50,Female,Bachelor's,Software Engineer,33,79600
58,Male,Master's,UX Designer,16,78400
44,Male,PhD,Systems Engineer,37,123660
34,Female,Bachelor's,HR Specialist,25,66250
53,Male,Bachelor's,Sales Executive,9,49900
44,Male,PhD,Systems Engineer,28,113040
38,Male,PhD,Project Manager,9,90350
61,Male,Bachelor's,Data Scientist,12,55600
42,Female,PhD,Data Scientist,18,103400
23,Female,Master's,Marketing Manager,27,92400
58,Male,Bachelor's,Software Engineer,26,71200
27,Female,Master's,Marketing Manager,26,91200
39,Male,Bachelor's,UX Designer,10,51500
51,Male,Master's,HR Specialist,17,77850
43,Male,Master's,HR Specialist,32,93600
54,Female,PhD,Project Manager,24,107600
51,Female,Bachelor's,Product Manager,8,50000
38,Female,PhD,HR Specialist,30,111500
64,Female,PhD,HR Specialist,26,107300
53,Female,Bachelor's,HR Specialist,24,65200
63,Male,Master's,Data Scientist,27,95100
35,Male,Bachelor's,Product Manager,15,58750
31,Female,Bachelor's,Product Manager,28,75000
57,Female,Bachelor's,Data Analyst,11,52100
55,Female,PhD,Sales Executive,39,122900
30,Male,Bachelor's,UX Designer,2,42300
63,Female,Bachelor's,Software Engineer,9,50800
49,Male,Bachelor's,HR Specialist,23,64150
32,Male,Master's,HR Specialist,33,94650
35,Female,Master's,Data Analyst,19,80900
60,Male,Master's,Software Engineer,13,75600
40,Male,Master's,Product Manager,14,77500
36,Female,PhD,Project Manager,32,116800
49,Male,PhD,Data Scientist,22,108600
45,Female,Bachelor's,HR Specialist,20,61000
29,Male,PhD,UX Designer,33,117950
64,Female,Master's,UX Designer,5,65750
30,Female,Bachelor's,HR Specialist,20,61000
54,Male,Bachelor's,UX Designer,14,56100
54,Female,Master's,Project Manager,27,91050
40,Male,Master's,UX Designer,26,89900
24,Male,Master's,Systems Engineer,32,97760
31,Female,PhD,Software Engineer,30,116000
61,Male,Bachelor's,Data Analyst,27,69700
63,Female,Master's,Data Analyst,26,88600
22,Male,Bachelor's,Marketing Manager,18,61600
50,Male,Bachelor's,Data Scientist,23,69900
55,Female,PhD,Software Engineer,24,108800
34,Male,Bachelor's,HR Specialist,4,44200
22,Male,Master's,Systems Engineer,3,63540
55,Male,Master's,Project Manager,30,94500
50,Male,Bachelor's,Marketing Manager,16,59200
34,Male,Bachelor's,Data Scientist,7,49100
50,Male,PhD,Data Scientist,39,130700
60,Male,Master's,Sales Executive,22,84200
45,Male,Master's,Software Engineer,31,97200
47,Female,Bachelor's,Systems Engineer,13,55340
38,Male,Bachelor's,Product Manager,29,76250
28,Male,Bachelor's,Project Manager,28,72200
34,Female,Master's,Marketing Manager,19,82800
26,Female,Bachelor's,HR Specialist,23,64150
47,Female,PhD,Data Analyst,8,88800
24,Male,PhD,Marketing Manager,25,110000
28,Female,Bachelor's,UX Designer,38,83700
60,Female,PhD,Data Scientist,38,129400
22,Male,PhD,HR Specialist,35,116750
38,Male,PhD,Project Manager,26,109900
64,Female,PhD,Systems Engineer,3,83540
46,Female,PhD,Product Manager,2,82500
24,Male,Master's,UX Designer,5,65750
36,Male,Bachelor's,HR Specialist,20,61000
50,Male,PhD,HR Specialist,12,92600
64,Male,Bachelor's,Data Scientist,38,89400
53,Male,PhD,Software Engineer,16,99200
47,Female,Master's,UX Designer,37,102550
37,Male,Master's,Data Scientist,38,109400
46,Male,PhD,Marketing Manager,36,123200
49,Male,PhD,UX Designer,29,113350
30,Male,PhD,Product Manager,35,123750
22,Male,Master's,Data Analyst,37,100700
50,Female,Master's,Marketing Manager,21,85200
43,Male,Bachelor's,Product Manager,21,66250
37,Female,Master's,Systems Engineer,28,93040
62,Male,PhD,Data Scientist,6,87800
62,Female,Bachelor's,Product Manager,20,65000
28,Female,Master's,Software Engineer,36,103200
35,Male,Master's,Sales Executive,13,74300
50,Male,PhD,Data Analyst,11,92100
40,Male,Bachelor's,Systems Engineer,24,68320
40,Male,Master's,HR Specialist,19,79950
23,Male,Master's,Data Scientist,23,89900
62,Female,PhD,Marketing Manager,31,117200
36,Male,Bachelor's,Sales Executive,37,80700
24,Male,Bachelor's,UX Designer,37,82550
32,Female,Bachelor's,Data Scientist,3,43900
51,Male,Bachelor's,Project Manager,34,79100
61,Female,PhD,Data Scientist,29,117700
39,Male,Master's,Project Manager,3,63450
23,Female,Master's,HR Specialist,15,75750
53,Male,Bachelor's,Systems Engineer,7,48260
29,Female,Bachelor's,Data Analyst,3,43300
43,Female,Bachelor's,Data Scientist,16,60800
27,Male,Master's,HR Specialist,34,95700
33,Male,Master's,UX Designer,20,83000
61,Male,Bachelor's,Sales Executive,39,82900
57,Female,PhD,Software Engineer,33,119600
36,Female,Master's,Product Manager,14,77500
49,Female,Master's,HR Specialist,35,96750
39,Male,Bachelor's,Sales Executive,11,52100
23,Male,PhD,Project Manager,20,103000
34,Female,Bachelor's,HR Specialist,30,71500
36,Male,Bachelor's,UX Designer,28,72200
41,Female,PhD,HR Specialist,15,95750
50,Male,PhD,Data Analyst,38,121800
63,Male,PhD,Project Manager,13,94950
50,Female,Master's,Data Scientist,35,105500
24,Male,Bachelor's,Marketing Manager,24,68800
40,Male,Master's,Software Engineer,1,61200
24,Male,PhD,Data Scientist,24,111200
35,Male,Master's,Product Manager,27,93750
61,Male,PhD,HR Specialist,18,98900
25,Female,PhD,Systems Engineer,26,110680
32,Male,Bachelor's,HR Specialist,29,70450
52,Female,Bachelor's,Project Manager,8,49200
64,Male,Bachelor's,Data Analyst,26,68600
53,Male,Master's,HR Specialist,5,65250
48,Female,Bachelor's,Product Manager,33,81250
51,Female,PhD,UX Designer,5,85750
64,Male,Bachelor's,HR Specialist,36,77800
23,Male,Master's,Data Scientist,13,76900
30,Female,Bachelor's,Marketing Manager,17,60400
49,Female,Bachelor's,Systems Engineer,13,55340
52,Female,Bachelor's,Product Manager,25,71250
55,Female,Master's,Product Manager,2,62500
36,Male,PhD,Project Manager,24,107600
46,Male,PhD,Product Manager,36,125000
57,Male,PhD,Systems Engineer,25,109500
29,Male,Bachelor's,Data Scientist,34,84200
30,Male,Bachelor's,Marketing Manager,12,54400
58,Female,Master's,Sales Executive,19,80900
60,Female,PhD,HR Specialist,30,111500
53,Female,Bachelor's,Product Manager,37,86250
38,Male,Bachelor's,UX Designer,1,41150
56,Female,Bachelor's,Data Analyst,3,43300
58,Male,Master's,UX Designer,26,89900
40,Male,PhD,Data Scientist,15,99500
50,Male,Master's,Sales Executive,28,90800
28,Female,PhD,Project Manager,4,84600
49,Male,PhD,Data Scientist,19,104700
30,Male,Bachelor's,UX Designer,24,67600
49,Female,Bachelor's,Systems Engineer,6,47080
27,Male,Bachelor's,HR Specialist,16,56800
50,Female,Bachelor's,Data Scientist,32,81600
38,Male,Bachelor's,Software Engineer,30,76000
37,Female,PhD,HR Specialist,35,116750
44,Male,Bachelor's,Software Engineer,8,49600
52,Male,Bachelor's,Product Manager,5,46250
24,Female,Master's,Data Analyst,37,100700
42,Male,Master's,Data Scientist,12,75600
47,Female,PhD,HR Specialist,25,106250
57,Male,PhD,Project Manager,33,117950
63,Female,Master's,Software Engineer,39,106800
58,Male,Master's,Marketing Manager,24,88800
43,Male,Bachelor's,UX Designer,11,52650
63,Male,Bachelor's,HR Specialist,35,76750
33,Female,PhD,Data Analyst,1,81100
63,Female,Master's,Data Scientist,8,70400
34,Female,PhD,HR Specialist,23,104150
32,Female,Bachelor's,Data Scientist,20,66000
37,Female,PhD,Systems Engineer,32,117760
29,Male,PhD,Software Engineer,11,93200
61,Male,PhD,HR Specialist,7,87350
61,Male,Bachelor's,HR Specialist,30,71500
23,Male,PhD,Data Analyst,39,122900
51,Male,Bachelor's,Data Analyst,13,54300
51,Female,Master's,UX Designer,3,63450
33,Male,PhD,Project Manager,7,88050
31,Female,PhD,Data Scientist,13,96900
32,Male,Bachelor's,Sales Executive,37,80700
36,Female,PhD,UX Designer,25,108750
37,Female,Bachelor's,Data Analyst,23,65300
38,Female,PhD,Sales Executive,33,116300
47,Male,Master's,Product Manager,5,66250
23,Male,Master's,Sales Executive,32,95200
33,Male,Master's,Software Engineer,30,96000
47,Male,PhD,HR Specialist,31,112550
44,Female,PhD,Data Analyst,13,94300
39,Female,Master's,HR Specialist,5,65250
53,Female,Master's,UX Designer,23,86450
59,Female,Bachelor's,Systems Engineer,1,41180
24,Male,Bachelor's,Data Analyst,10,51000
59,Female,Master's,Data Analyst,27,89700
24,Male,Master's,Marketing Manager,8,69600
51,Female,PhD,HR Specialist,3,83150
22,Female,Master's,Data Analyst,19,80900
51,Female,Bachelor's,Systems Engineer,2,42360
53,Male,Bachelor's,Systems Engineer,31,76580
49,Male,Bachelor's,Software Engineer,10,52000
42,Female,Bachelor's,Data Scientist,16,60800
34,Female,Bachelor's,Data Analyst,37,80700
48,Female,Bachelor's,Systems Engineer,20,63600
57,Male,Master's,Systems Engineer,3,63540
28,Male,Bachelor's,Software Engineer,35,82000
43,Male,Bachelor's,Marketing Manager,34,80800
31,Female,Bachelor's,Data Scientist,21,67300
60,Male,Bachelor's,Project Manager,36,81400
36,Female,Master's,Data Analyst,32,95200
36,Male,PhD,Project Manager,18,100700
25,Female,PhD,Project Manager,34,119100
53,Female,PhD,UX Designer,38,123700
44,Male,PhD,Marketing Manager,3,83600
27,Female,Bachelor's,UX Designer,3,43450
45,Female,PhD,HR Specialist,27,108350
41,Female,PhD,Sales Executive,2,82200
58,Male,Master's,Software Engineer,3,63600
41,Female,Master's,Systems Engineer,17,80060
33,Male,Master's,Systems Engineer,39,106020
54,Male,Bachelor's,Data Scientist,38,89400
49,Female,Bachelor's,Marketing Manager,19,62800
29,Male,Bachelor's,Systems Engineer,19,62420
22,Female,Master's,UX Designer,5,65750
58,Male,PhD,Sales Executive,5,85500
43,Female,Master's,UX Designer,14,76100
27,Male,Bachelor's,Project Manager,27,71050
42,Female,Master's,HR Specialist,36,97800
53,Female,PhD,Systems Engineer,35,121300
56,Female,Bachelor's,Project Manager,21,64150
36,Female,PhD,Systems Engineer,5,85900
26,Male,PhD,Data Analyst,24,106400
27,Male,Bachelor's,Product Manager,39,88750
46,Female,PhD,Software Engineer,24,108800
